areaCode,areaName,areaType,date,newCasesByPublishDate,newCasesLFDOnlyBySpecimenDate,newCasesPCROnlyBySpecimenDate,newOnsDeathsByRegistrationDate,newPeopleVaccinatedFirstDoseByPublishDate
E12000007,London,region,2021-10-27,3801,186,2939,,
E12000007,London,region,2021-10-26,3225,159,2792,,
E12000007,London,region,2021-10-25,3118,195,3209,,
E12000007,London,region,2021-10-24,3279,152,2137,,
E12000007,London,region,2021-10-23,4435,127,2265,,
E12000007,London,region,2021-10-22,3928,161,2908,74,
E12000007,London,region,2021-10-21,4342,201,3170,,
E12000007,London,region,2021-10-20,3648,200,3450,,
E12000007,London,region,2021-10-19,3317,189,3533,,
E12000007,London,region,2021-10-18,3806,221,3571,,
E12000007,London,region,2021-10-17,3448,191,2329,,
E12000007,London,region,2021-10-16,3485,129,2142,,
E12000007,London,region,2021-10-15,3301,138,2686,86,
E12000007,London,region,2021-10-14,2947,165,2769,,
E12000007,London,region,2021-10-13,3271,145,2869,,
E12000007,London,region,2021-10-12,2748,128,2762,,
E12000007,London,region,2021-10-11,3050,143,3146,,
E12000007,London,region,2021-10-10,2855,171,1944,,
E12000007,London,region,2021-10-09,2589,112,1968,,
E12000007,London,region,2021-10-08,2942,122,2200,84,
E12000007,London,region,2021-10-07,3077,149,2364,,
E12000007,London,region,2021-10-06,2890,152,2261,,
E12000007,London,region,2021-10-05,3135,119,2578,,
E12000007,London,region,2021-10-04,2665,152,2674,,
E12000007,London,region,2021-10-03,2274,178,1781,,
E12000007,London,region,2021-10-02,2344,112,1707,,
E12000007,London,region,2021-10-01,2195,122,1779,107,
E12000007,London,region,2021-09-30,2439,160,2104,,
E12000007,London,region,2021-09-29,3072,167,2181,,
E12000007,London,region,2021-09-28,2831,119,2294,,
E12000007,London,region,2021-09-27,2960,186,2804,,
E12000007,London,region,2021-09-26,2260,171,1791,,
E12000007,London,region,2021-09-25,3074,126,1775,,
E12000007,London,region,2021-09-24,2783,138,1970,78,
E12000007,London,region,2021-09-23,2494,139,2265,,
E12000007,London,region,2021-09-22,2593,178,2238,,
E12000007,London,region,2021-09-21,2450,146,2412,,
E12000007,London,region,2021-09-20,2647,181,2502,,
E12000007,London,region,2021-09-19,2402,157,1653,,
E12000007,London,region,2021-09-18,2179,126,1684,,
E12000007,London,region,2021-09-17,2597,128,1965,83,
E12000007,London,region,2021-09-16,2620,142,1936,,
E12000007,London,region,2021-09-15,2588,137,2019,,
E12000007,London,region,2021-09-14,2073,132,2144,,
E12000007,London,region,2021-09-13,2673,155,2303,,
E12000007,London,region,2021-09-12,2239,142,1504,,
E12000007,London,region,2021-09-11,2857,129,1803,,
E12000007,London,region,2021-09-10,3025,150,2078,95,
E12000007,London,region,2021-09-09,3439,187,2218,,
E12000007,London,region,2021-09-08,3536,197,2561,,
E12000007,London,region,2021-09-07,2972,191,2799,,
E12000007,London,region,2021-09-06,2853,265,3037,,
E12000007,London,region,2021-09-05,3641,185,2007,,
E12000007,London,region,2021-09-04,3593,142,2257,,
E12000007,London,region,2021-09-03,3530,205,2817,76,
E12000007,London,region,2021-09-02,3377,260,2983,,
E12000007,London,region,2021-09-01,2834,210,2957,,
E12000007,London,region,2021-08-31,2409,229,3030,,
E12000007,London,region,2021-08-30,2751,191,2207,,
E12000007,London,region,2021-08-29,2517,151,1777,,
E12000007,London,region,2021-08-28,3272,172,2128,,
E12000007,London,region,2021-08-27,3355,224,2528,107,
E12000007,London,region,2021-08-26,3472,195,2618,,
E12000007,London,region,2021-08-25,3544,188,2896,,
E12000007,London,region,2021-08-24,2782,164,2893,,
E12000007,London,region,2021-08-23,2754,187,2959,,
E12000007,London,region,2021-08-22,2977,154,2149,,
E12000007,London,region,2021-08-21,3424,142,2195,,
E12000007,London,region,2021-08-20,4093,204,2504,81,
E12000007,London,region,2021-08-19,3272,244,2916,,
E12000007,London,region,2021-08-18,3489,196,3086,,
E12000007,London,region,2021-08-17,3032,172,3155,,
E12000007,London,region,2021-08-16,3166,227,3139,,
E12000007,London,region,2021-08-15,3157,191,2091,,
E12000007,London,region,2021-08-14,3870,179,2294,,
E12000007,London,region,2021-08-13,4249,215,3058,72,
E12000007,London,region,2021-08-12,4005,272,3133,,
E12000007,London,region,2021-08-11,3736,253,3438,,
E12000007,London,region,2021-08-10,2844,234,3095,,
E12000007,London,region,2021-08-09,2985,241,3058,,
E12000007,London,region,2021-08-08,3662,210,2189,,
E12000007,London,region,2021-08-07,3898,200,2297,,
E12000007,London,region,2021-08-06,4409,206,3006,70,
E12000007,London,region,2021-08-05,3768,279,3402,,
E12000007,London,region,2021-08-04,3876,261,3390,,
E12000007,London,region,2021-08-03,2978,233,3169,,
E12000007,London,region,2021-08-02,2719,244,3145,,
E12000007,London,region,2021-08-01,3121,189,2047,,
E12000007,London,region,2021-07-31,3686,178,2103,,
E12000007,London,region,2021-07-30,3753,220,2644,50,
E12000007,London,region,2021-07-29,4333,277,3078,,
E12000007,London,region,2021-07-28,3340,242,3136,,
E12000007,London,region,2021-07-27,3227,219,3127,,
E12000007,London,region,2021-07-26,3056,257,3176,,
E12000007,London,region,2021-07-25,3926,223,2168,,
E12000007,London,region,2021-07-24,4557,226,2432,,
E12000007,London,region,2021-07-23,5187,259,3107,35,
E12000007,London,region,2021-07-22,4463,302,3375,,
E12000007,London,region,2021-07-21,5763,295,3757,,
E12000007,London,region,2021-07-20,7086,323,4006,,
E12000007,London,region,2021-07-19,3940,414,4699,,
E12000007,London,region,2021-07-18,5451,341,3161,,
E12000007,London,region,2021-07-17,6592,316,3851,,
E12000007,London,region,2021-07-16,6296,404,5572,20,
E12000007,London,region,2021-07-15,5743,552,5867,,
E12000007,London,region,2021-07-14,4751,462,4773,,
E12000007,London,region,2021-07-13,4126,358,3877,,
E12000007,London,region,2021-07-12,4201,310,3630,,
E12000007,London,region,2021-07-11,3669,255,2191,,
E12000007,London,region,2021-07-10,4131,192,2416,,
E12000007,London,region,2021-07-09,3046,232,2841,20,
E12000007,London,region,2021-07-08,3234,269,2811,,
E12000007,London,region,2021-07-07,3314,285,3508,,
E12000007,London,region,2021-07-06,3633,276,2996,,
E12000007,London,region,2021-07-05,3343,275,2809,,
E12000007,London,region,2021-07-04,2218,233,1700,,
E12000007,London,region,2021-07-03,2531,169,1952,,
E12000007,London,region,2021-07-02,2651,181,2256,18,
E12000007,London,region,2021-07-01,2705,246,2331,,
E12000007,London,region,2021-06-30,2598,196,2290,,
E12000007,London,region,2021-06-29,2069,188,2262,,
E12000007,London,region,2021-06-28,2306,203,2087,,
E12000007,London,region,2021-06-27,1493,179,1237,,
E12000007,London,region,2021-06-26,1993,134,1196,,
E12000007,London,region,2021-06-25,1699,183,1469,16,
E12000007,London,region,2021-06-24,1731,141,1484,,
E12000007,London,region,2021-06-23,1609,159,1434,,
E12000007,London,region,2021-06-22,1066,127,1295,,
E12000007,London,region,2021-06-21,1023,122,1246,,
E12000007,London,region,2021-06-20,886,110,631,,
E12000007,London,region,2021-06-19,1172,55,701,,
E12000007,London,region,2021-06-18,1200,85,758,19,
E12000007,London,region,2021-06-17,1225,115,945,,
E12000007,London,region,2021-06-16,1168,92,861,,
E12000007,London,region,2021-06-15,813,79,993,,
E12000007,London,region,2021-06-14,778,113,835,,
E12000007,London,region,2021-06-13,932,91,483,,
E12000007,London,region,2021-06-12,962,59,566,,
E12000007,London,region,2021-06-11,948,77,673,19,
E12000007,London,region,2021-06-10,1058,88,734,,
E12000007,London,region,2021-06-09,994,87,798,,
E12000007,London,region,2021-06-08,773,66,833,,
E12000007,London,region,2021-06-07,601,103,744,,
E12000007,London,region,2021-06-06,635,92,427,,
E12000007,London,region,2021-06-05,702,48,445,,
E12000007,London,region,2021-06-04,820,58,513,13,
E12000007,London,region,2021-06-03,669,81,584,,
E12000007,London,region,2021-06-02,573,60,600,,
E12000007,London,region,2021-06-01,384,54,514,,
E12000007,London,region,2021-05-31,381,45,359,,
E12000007,London,region,2021-05-30,355,52,264,,
E12000007,London,region,2021-05-29,485,48,277,,
E12000007,London,region,2021-05-28,495,34,325,22,
E12000007,London,region,2021-05-27,403,53,381,,
E12000007,London,region,2021-05-26,323,56,352,,
E12000007,London,region,2021-05-25,295,45,324,,
E12000007,London,region,2021-05-24,310,57,272,,
E12000007,London,region,2021-05-23,233,54,158,,
E12000007,London,region,2021-05-22,309,35,180,,
E12000007,London,region,2021-05-21,355,39,203,14,
E12000007,London,region,2021-05-20,306,42,252,,
E12000007,London,region,2021-05-19,262,54,258,,
E12000007,London,region,2021-05-18,0,44,242,,
E12000007,London,region,2021-05-17,212,69,224,,
E12000007,London,region,2021-05-16,217,46,125,,
E12000007,London,region,2021-05-15,252,31,139,,
E12000007,London,region,2021-05-14,287,38,188,19,
E12000007,London,region,2021-05-13,299,79,148,,
E12000007,London,region,2021-05-12,277,36,168,,
E12000007,London,region,2021-05-11,352,47,220,,
E12000007,London,region,2021-05-10,273,91,227,,
E12000007,London,region,2021-05-09,238,103,156,,
E12000007,London,region,2021-05-08,253,23,146,,
E12000007,London,region,2021-05-07,333,32,188,27,
E12000007,London,region,2021-05-06,252,74,197,,
E12000007,London,region,2021-05-05,278,67,194,,
E12000007,London,region,2021-05-04,216,77,204,,
E12000007,London,region,2021-05-03,193,86,144,,
E12000007,London,region,2021-05-02,216,54,107,,
E12000007,London,region,2021-05-01,201,25,141,,
E12000007,London,region,2021-04-30,310,42,173,33,
E12000007,London,region,2021-04-29,307,64,131,,
E12000007,London,region,2021-04-28,257,83,204,,
E12000007,London,region,2021-04-27,401,57,196,,
E12000007,London,region,2021-04-26,263,83,228,,
E12000007,London,region,2021-04-25,187,108,158,,
E12000007,London,region,2021-04-24,251,38,198,,
E12000007,London,region,2021-04-23,391,48,194,39,
E12000007,London,region,2021-04-22,376,82,227,,
E12000007,London,region,2021-04-21,296,80,279,,
E12000007,London,region,2021-04-20,406,64,286,,
E12000007,London,region,2021-04-19,378,109,260,,
E12000007,London,region,2021-04-18,205,184,187,,
E12000007,London,region,2021-04-17,357,28,185,,
E12000007,London,region,2021-04-16,380,34,277,56,
E12000007,London,region,2021-04-15,315,59,244,,
E12000007,London,region,2021-04-14,341,34,241,,
E12000007,London,region,2021-04-13,274,39,246,,
E12000007,London,region,2021-04-12,422,47,283,,
E12000007,London,region,2021-04-11,171,50,236,,
E12000007,London,region,2021-04-10,247,23,250,,
E12000007,London,region,2021-04-09,0,38,316,38,
E12000007,London,region,2021-04-08,291,41,264,,
E12000007,London,region,2021-04-07,317,31,322,,
E12000007,London,region,2021-04-06,194,40,302,,
E12000007,London,region,2021-04-05,208,27,218,,
E12000007,London,region,2021-04-04,237,28,170,,
E12000007,London,region,2021-04-03,350,31,210,,
E12000007,London,region,2021-04-02,286,23,226,48,
E12000007,London,region,2021-04-01,393,34,304,,
E12000007,London,region,2021-03-31,402,59,228,,
E12000007,London,region,2021-03-30,468,57,306,,
E12000007,London,region,2021-03-29,386,37,374,,
E12000007,London,region,2021-03-28,402,191,242,,
E12000007,London,region,2021-03-27,383,36,246,,
E12000007,London,region,2021-03-26,501,67,365,78,
E12000007,London,region,2021-03-25,604,93,331,,
E12000007,London,region,2021-03-24,508,171,411,,
E12000007,London,region,2021-03-23,495,82,375,,
E12000007,London,region,2021-03-22,480,120,380,,
E12000007,London,region,2021-03-21,372,144,287,,
E12000007,London,region,2021-03-20,470,32,334,,
E12000007,London,region,2021-03-19,405,53,377,116,
E12000007,London,region,2021-03-18,535,69,390,,
E12000007,London,region,2021-03-17,542,98,357,,
E12000007,London,region,2021-03-16,451,77,422,,
E12000007,London,region,2021-03-15,389,107,477,,
E12000007,London,region,2021-03-14,384,55,290,,
E12000007,London,region,2021-03-13,516,31,342,,
E12000007,London,region,2021-03-12,565,74,432,167,
E12000007,London,region,2021-03-11,689,62,385,,
E12000007,London,region,2021-03-10,461,108,420,,
E12000007,London,region,2021-03-09,631,89,496,,
E12000007,London,region,2021-03-08,400,85,470,,
E12000007,London,region,2021-03-07,436,49,359,,
E12000007,London,region,2021-03-06,663,47,351,,
E12000007,London,region,2021-03-05,542,64,440,226,
E12000007,London,region,2021-03-04,623,75,449,,
E12000007,London,region,2021-03-03,504,61,519,,
E12000007,London,region,2021-03-02,629,72,593,,
E12000007,London,region,2021-03-01,522,73,487,,
E12000007,London,region,2021-02-28,478,29,458,,
E12000007,London,region,2021-02-27,678,46,466,,
E12000007,London,region,2021-02-26,784,60,565,350,
E12000007,London,region,2021-02-25,919,72,575,,
E12000007,London,region,2021-02-24,952,61,680,,
E12000007,London,region,2021-02-23,923,79,867,,
E12000007,London,region,2021-02-22,848,114,896,,
E12000007,London,region,2021-02-21,903,53,689,,
E12000007,London,region,2021-02-20,1075,70,738,,
E12000007,London,region,2021-02-19,1328,94,951,461,
E12000007,London,region,2021-02-18,1391,108,1014,,
E12000007,London,region,2021-02-17,1054,98,998,,
E12000007,London,region,2021-02-16,1084,120,1090,,
E12000007,London,region,2021-02-15,1064,124,1271,,
E12000007,London,region,2021-02-14,893,55,841,,
E12000007,London,region,2021-02-13,1496,65,820,,
E12000007,London,region,2021-02-12,1807,73,1215,718,
E12000007,London,region,2021-02-11,1588,99,1356,,
E12000007,London,region,2021-02-10,1579,108,1429,,
E12000007,London,region,2021-02-09,1567,122,1542,,
E12000007,London,region,2021-02-08,1770,138,1676,,
E12000007,London,region,2021-02-07,2088,67,1272,,
E12000007,London,region,2021-02-06,2351,88,1468,,
E12000007,London,region,2021-02-05,2671,145,1994,982,
E12000007,London,region,2021-02-04,3268,155,2332,,
E12000007,London,region,2021-02-03,2973,178,2516,,
E12000007,London,region,2021-02-02,2765,170,2776,,
E12000007,London,region,2021-02-01,2851,226,3059,,
E12000007,London,region,2021-01-31,3002,124,2099,,
E12000007,London,region,2021-01-30,3541,118,2538,,
E12000007,London,region,2021-01-29,5258,180,3265,1265,
E12000007,London,region,2021-01-28,4367,226,3657,,
E12000007,London,region,2021-01-27,4076,201,4026,,
E12000007,London,region,2021-01-26,3816,111,4014,,
E12000007,London,region,2021-01-25,3836,147,4740,,
E12000007,London,region,2021-01-24,5720,55,3014,,
E12000007,London,region,2021-01-23,6291,110,3981,,
E12000007,London,region,2021-01-22,7933,114,5421,1400,
E12000007,London,region,2021-01-21,7735,141,5592,,
E12000007,London,region,2021-01-20,6190,152,5987,,
E12000007,London,region,2021-01-19,6237,158,6808,,
E12000007,London,region,2021-01-18,7051,191,8021,,
E12000007,London,region,2021-01-17,9995,114,5223,,
E12000007,London,region,2021-01-16,8838,136,5988,,
E12000007,London,region,2021-01-15,10977,187,7930,1272,
E12000007,London,region,2021-01-14,9804,181,8684,,
E12000007,London,region,2021-01-13,10020,190,9021,,
E12000007,London,region,2021-01-12,8559,215,9601,,
E12000007,London,region,2021-01-11,10110,242,11304,,
E12000007,London,region,2021-01-10,13674,107,7377,,
E12000007,London,region,2021-01-09,15299,155,8637,,
E12000007,London,region,2021-01-08,17111,210,10327,1047,
E12000007,London,region,2021-01-07,10150,196,11900,,
E12000007,London,region,2021-01-06,14892,201,13456,,
E12000007,London,region,2021-01-05,14700,199,14451,,
E12000007,London,region,2021-01-04,11370,214,17145,,
E12000007,London,region,2021-01-03,14212,178,13007,,
E12000007,London,region,2021-01-02,13178,172,13538,,
E12000007,London,region,2021-01-01,15089,70,6727,492,
E12000007,London,region,2020-12-31,12404,197,12267,,
E12000007,London,region,2020-12-30,12830,214,17216,,
E12000007,London,region,2020-12-29,14875,191,19785,,
E12000007,London,region,2020-12-28,12341,106,10618,,
E12000007,London,region,2020-12-27,9719,107,13087,,
E12000007,London,region,2020-12-26,8516,67,11935,,
E12000007,London,region,2020-12-25,9790,32,4348,299,
E12000007,London,region,2020-12-24,10713,160,9324,,
E12000007,London,region,2020-12-23,9873,177,12213,,
E12000007,London,region,2020-12-22,10201,114,13337,,
E12000007,London,region,2020-12-21,9458,97,13289,,
E12000007,London,region,2020-12-20,11577,46,8973,,
E12000007,London,region,2020-12-19,6931,51,7188,,
E12000007,London,region,2020-12-18,7378,31,10935,241,
E12000007,London,region,2020-12-17,5762,16,10283,,
E12000007,London,region,2020-12-16,6777,13,10138,,
E12000007,London,region,2020-12-15,4238,5,8957,,
E12000007,London,region,2020-12-14,5322,13,8410,,
E12000007,London,region,2020-12-13,4166,0,5569,,
E12000007,London,region,2020-12-12,4283,0,4747,,
E12000007,London,region,2020-12-11,4755,3,5521,200,
E12000007,London,region,2020-12-10,4144,3,5070,,
E12000007,London,region,2020-12-09,2550,11,4442,,
E12000007,London,region,2020-12-08,2203,7,3741,,
E12000007,London,region,2020-12-07,2460,18,3718,,
E12000007,London,region,2020-12-06,3198,5,2437,,
E12000007,London,region,2020-12-05,2376,9,2263,,
E12000007,London,region,2020-12-04,2823,9,2949,211,
E12000007,London,region,2020-12-03,2081,9,2476,,
E12000007,London,region,2020-12-02,2614,3,2832,,
E12000007,London,region,2020-12-01,1964,5,2475,,
E12000007,London,region,2020-11-30,2069,4,2709,,
E12000007,London,region,2020-11-29,1639,0,1670,,
E12000007,London,region,2020-11-28,2260,0,1654,,
E12000007,London,region,2020-11-27,1800,0,2233,190,
E12000007,London,region,2020-11-26,2085,0,2092,,
E12000007,London,region,2020-11-25,2503,0,2265,,
E12000007,London,region,2020-11-24,1409,0,2179,,
E12000007,London,region,2020-11-23,2075,0,2430,,
E12000007,London,region,2020-11-22,2979,0,1508,,
E12000007,London,region,2020-11-21,2547,0,1514,,
E12000007,London,region,2020-11-20,1908,0,2152,160,
E12000007,London,region,2020-11-19,2540,0,2212,,
E12000007,London,region,2020-11-18,2023,0,2488,,
E12000007,London,region,2020-11-17,2102,0,2597,,
E12000007,London,region,2020-11-16,674,1,3116,,
E12000007,London,region,2020-11-15,2643,0,1830,,
E12000007,London,region,2020-11-14,2588,0,1960,,
E12000007,London,region,2020-11-13,2917,0,2744,124,
E12000007,London,region,2020-11-12,3929,0,2890,,
E12000007,London,region,2020-11-11,2053,0,2961,,
E12000007,London,region,2020-11-10,1501,0,2776,,
E12000007,London,region,2020-11-09,2088,1,3127,,
E12000007,London,region,2020-11-08,1804,,1792,,
E12000007,London,region,2020-11-07,2352,,1667,,
E12000007,London,region,2020-11-06,1948,,2145,87,
E12000007,London,region,2020-11-05,2083,,2115,,
E12000007,London,region,2020-11-04,2307,,2084,,
E12000007,London,region,2020-11-03,1575,,2162,,
E12000007,London,region,2020-11-02,1739,,2965,,
E12000007,London,region,2020-11-01,2056,,1226,,
E12000007,London,region,2020-10-31,1568,,1403,,
E12000007,London,region,2020-10-30,2431,,1895,76,
E12000007,London,region,2020-10-29,1933,,2030,,
E12000007,London,region,2020-10-28,2477,,1996,,
E12000007,London,region,2020-10-27,1999,,2111,,
E12000007,London,region,2020-10-26,1807,,2561,,
E12000007,London,region,2020-10-25,1791,,1303,,
E12000007,London,region,2020-10-24,2221,,1458,,
E12000007,London,region,2020-10-23,1718,,2043,47,
E12000007,London,region,2020-10-22,1646,,2200,,
E12000007,London,region,2020-10-21,2862,,2376,,
E12000007,London,region,2020-10-20,1480,,2336,,
E12000007,London,region,2020-10-19,1945,,2359,,
E12000007,London,region,2020-10-18,1646,,1308,,
E12000007,London,region,2020-10-17,1166,,1117,,
E12000007,London,region,2020-10-16,1394,,1685,43,
E12000007,London,region,2020-10-15,1843,,1740,,
E12000007,London,region,2020-10-14,1722,,1638,,
E12000007,London,region,2020-10-13,1441,,1440,,
E12000007,London,region,2020-10-12,801,,1590,,
E12000007,London,region,2020-10-11,637,,745,,
E12000007,London,region,2020-10-10,1174,,881,,
E12000007,London,region,2020-10-09,1457,,1362,34,
E12000007,London,region,2020-10-08,1252,,1481,,
E12000007,London,region,2020-10-07,1310,,1425,,
E12000007,London,region,2020-10-06,916,,1168,,
E12000007,London,region,2020-10-05,989,,1298,,
E12000007,London,region,2020-10-04,1965,,834,,
E12000007,London,region,2020-10-03,1070,,800,,
E12000007,London,region,2020-10-02,497,,1040,31,
E12000007,London,region,2020-10-01,551,,1076,,
E12000007,London,region,2020-09-30,388,,1006,,
E12000007,London,region,2020-09-29,504,,705,,
E12000007,London,region,2020-09-28,397,,744,,
E12000007,London,region,2020-09-27,587,,535,,
E12000007,London,region,2020-09-26,361,,552,,
E12000007,London,region,2020-09-25,584,,607,23,
E12000007,London,region,2020-09-24,620,,602,,
E12000007,London,region,2020-09-23,531,,658,,
E12000007,London,region,2020-09-22,354,,525,,
E12000007,London,region,2020-09-21,282,,434,,
E12000007,London,region,2020-09-20,241,,415,,
E12000007,London,region,2020-09-19,320,,342,,
E12000007,London,region,2020-09-18,377,,386,13,
E12000007,London,region,2020-09-17,247,,328,,
E12000007,London,region,2020-09-16,243,,294,,
E12000007,London,region,2020-09-15,278,,272,,
E12000007,London,region,2020-09-14,218,,304,,
E12000007,London,region,2020-09-13,311,,112,,
E12000007,London,region,2020-09-12,393,,232,,
E12000007,London,region,2020-09-11,416,,335,6,
E12000007,London,region,2020-09-10,304,,397,,
E12000007,London,region,2020-09-09,315,,347,,
E12000007,London,region,2020-09-08,327,,351,,
E12000007,London,region,2020-09-07,274,,464,,
E12000007,London,region,2020-09-06,308,,209,,
E12000007,London,region,2020-09-05,232,,271,,
E12000007,London,region,2020-09-04,296,,359,2,
E12000007,London,region,2020-09-03,216,,348,,
E12000007,London,region,2020-09-02,190,,343,,
E12000007,London,region,2020-09-01,188,,316,,
E12000007,London,region,2020-08-31,160,,217,,
E12000007,London,region,2020-08-30,197,,132,,
E12000007,London,region,2020-08-29,143,,139,,
E12000007,London,region,2020-08-28,166,,223,4,
E12000007,London,region,2020-08-27,210,,232,,
E12000007,London,region,2020-08-26,155,,165,,
E12000007,London,region,2020-08-25,206,,170,,
E12000007,London,region,2020-08-24,133,,198,,
E12000007,London,region,2020-08-23,155,,141,,
E12000007,London,region,2020-08-22,183,,120,,
E12000007,London,region,2020-08-21,101,,170,10,
E12000007,London,region,2020-08-20,172,,208,,
E12000007,London,region,2020-08-19,105,,154,,
E12000007,London,region,2020-08-18,145,,184,,
E12000007,London,region,2020-08-17,95,,190,,
E12000007,London,region,2020-08-16,136,,88,,
E12000007,London,region,2020-08-15,119,,106,,
E12000007,London,region,2020-08-14,300,,131,18,
E12000007,London,region,2020-08-13,0,,126,,
E12000007,London,region,2020-08-12,93,,165,,
E12000007,London,region,2020-08-11,90,,150,,
E12000007,London,region,2020-08-10,65,,147,,
E12000007,London,region,2020-08-09,117,,69,,
E12000007,London,region,2020-08-08,112,,56,,
E12000007,London,region,2020-08-07,90,,126,8,
E12000007,London,region,2020-08-06,105,,108,,
E12000007,London,region,2020-08-05,74,,119,,
E12000007,London,region,2020-08-04,86,,106,,
E12000007,London,region,2020-08-03,97,,89,,
E12000007,London,region,2020-08-02,70,,76,,
E12000007,London,region,2020-08-01,103,,59,,
E12000007,London,region,2020-07-31,91,,77,22,
E12000007,London,region,2020-07-30,114,,104,,
E12000007,London,region,2020-07-29,66,,103,,
E12000007,London,region,2020-07-28,61,,100,,
E12000007,London,region,2020-07-27,87,,101,,
E12000007,London,region,2020-07-26,87,,64,,
E12000007,London,region,2020-07-25,66,,57,,
E12000007,London,region,2020-07-24,73,,84,16,
E12000007,London,region,2020-07-23,96,,70,,
E12000007,London,region,2020-07-22,47,,85,,
E12000007,London,region,2020-07-21,44,,81,,
E12000007,London,region,2020-07-20,47,,102,,
E12000007,London,region,2020-07-19,51,,42,,
E12000007,London,region,2020-07-18,109,,48,,
E12000007,London,region,2020-07-17,56,,48,18,
E12000007,London,region,2020-07-16,68,,70,,
E12000007,London,region,2020-07-15,50,,76,,
E12000007,London,region,2020-07-14,42,,63,,
E12000007,London,region,2020-07-13,29,,85,,
E12000007,London,region,2020-07-12,45,,38,,
E12000007,London,region,2020-07-11,91,,20,,
E12000007,London,region,2020-07-10,31,,39,28,
E12000007,London,region,2020-07-09,68,,54,,
E12000007,London,region,2020-07-08,44,,59,,
E12000007,London,region,2020-07-07,37,,60,,
E12000007,London,region,2020-07-06,23,,55,,
E12000007,London,region,2020-07-05,37,,52,,
E12000007,London,region,2020-07-04,38,,32,,
E12000007,London,region,2020-07-03,9,,38,43,
E12000007,London,region,2020-07-02,34,,43,,
E12000007,London,region,2020-07-01,6025,,43,,
E12000007,London,region,2020-06-30,19,,52,,
E12000007,London,region,2020-06-29,9,,59,,
E12000007,London,region,2020-06-28,14,,22,,
E12000007,London,region,2020-06-27,46,,32,,
E12000007,London,region,2020-06-26,52,,48,35,
E12000007,London,region,2020-06-25,47,,58,,
E12000007,London,region,2020-06-24,10,,46,,
E12000007,London,region,2020-06-23,18,,50,,
E12000007,London,region,2020-06-22,21,,53,,
E12000007,London,region,2020-06-21,18,,26,,
E12000007,London,region,2020-06-20,29,,29,,
E12000007,London,region,2020-06-19,16,,38,50,
E12000007,London,region,2020-06-18,17,,47,,
E12000007,London,region,2020-06-17,9,,42,,
E12000007,London,region,2020-06-16,15,,47,,
E12000007,London,region,2020-06-15,8,,40,,
E12000007,London,region,2020-06-14,25,,30,,
E12000007,London,region,2020-06-13,36,,39,,
E12000007,London,region,2020-06-12,21,,53,71,
E12000007,London,region,2020-06-11,31,,46,,
E12000007,London,region,2020-06-10,15,,52,,
E12000007,London,region,2020-06-09,55,,71,,
E12000007,London,region,2020-06-08,0,,55,,
E12000007,London,region,2020-06-07,15,,45,,
E12000007,London,region,2020-06-06,25,,46,,
E12000007,London,region,2020-06-05,36,,46,113,
E12000007,London,region,2020-06-04,21,,57,,
E12000007,London,region,2020-06-03,21,,78,,
E12000007,London,region,2020-06-02,32,,50,,
E12000007,London,region,2020-06-01,21,,50,,
E12000007,London,region,2020-05-31,30,,37,,
E12000007,London,region,2020-05-30,25,,38,,
E12000007,London,region,2020-05-29,30,,57,115,
E12000007,London,region,2020-05-28,16,,74,,
E12000007,London,region,2020-05-27,27,,83,,
E12000007,London,region,2020-05-26,22,,64,,
E12000007,London,region,2020-05-25,38,,58,,
E12000007,London,region,2020-05-24,38,,51,,
E12000007,London,region,2020-05-23,59,,64,,
E12000007,London,region,2020-05-22,55,,86,220,
E12000007,London,region,2020-05-21,49,,157,,
E12000007,London,region,2020-05-20,50,,141,,
E12000007,London,region,2020-05-19,42,,128,,
E12000007,London,region,2020-05-18,47,,113,,
E12000007,London,region,2020-05-17,81,,79,,
E12000007,London,region,2020-05-16,166,,74,,
E12000007,London,region,2020-05-15,80,,132,365,
E12000007,London,region,2020-05-14,89,,159,,
E12000007,London,region,2020-05-13,44,,203,,
E12000007,London,region,2020-05-12,89,,191,,
E12000007,London,region,2020-05-11,62,,160,,
E12000007,London,region,2020-05-10,95,,123,,
E12000007,London,region,2020-05-09,111,,128,,
E12000007,London,region,2020-05-08,124,,208,439,
E12000007,London,region,2020-05-07,142,,273,,
E12000007,London,region,2020-05-06,117,,267,,
E12000007,London,region,2020-05-05,252,,216,,
E12000007,London,region,2020-05-04,160,,245,,
E12000007,London,region,2020-05-03,128,,170,,
E12000007,London,region,2020-05-02,223,,248,,
E12000007,London,region,2020-05-01,180,,355,785,
E12000007,London,region,2020-04-30,207,,426,,
E12000007,London,region,2020-04-29,111,,432,,
E12000007,London,region,2020-04-28,146,,311,,
E12000007,London,region,2020-04-27,225,,418,,
E12000007,London,region,2020-04-26,267,,310,,
E12000007,London,region,2020-04-25,278,,332,,
E12000007,London,region,2020-04-24,296,,375,1406,
E12000007,London,region,2020-04-23,415,,520,,
E12000007,London,region,2020-04-22,280,,399,,
E12000007,London,region,2020-04-21,418,,463,,
E12000007,London,region,2020-04-20,297,,425,,
E12000007,London,region,2020-04-19,453,,398,,
E12000007,London,region,2020-04-18,689,,401,,
E12000007,London,region,2020-04-17,704,,577,1818,
E12000007,London,region,2020-04-16,,,574,,
E12000007,London,region,2020-04-15,,,657,,
